County,State,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Latino Population,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Median Age,lon,lat,Adult.obesity,Diabetes,Uninsured,Unemployment
Graham County, Arizona,18.2,81.8,13.4,5.2,71.65,22234.05175,53.15,2,14.1,0.5,1.1,29.05,27.9,9.65,36000,25.8,19.45,0.409,25.85,25.55,20.25,23.8,1.6,17.1,11.7,31.5,-109.8783103,32.9318277,0.339,0.108,0.174,0.089
Greenlee County, Arizona,10.2,89.8,13.4,3.2,76,34383.1273,49.05,0.5,1.65,0.45,1.45,46.9,12.25,16,8080,46.2,14.15,0.365,18.9,28.2,16.2,16.35,1.55,26.65,11.1,35.2,-109.2423231,33.2388723,0.342,0.093,0.144,0.06
La Paz County, Arizona,23.1,76.9,9,3.3,71.35,21059.85048,62.5,0.8,10.25,1.25,1.5,23.7,34.9,6.55,20272,54.1,20,0.437,32.75,24.3,27.1,22,6.65,12.85,7.1,52.5,-114.0387933,33.7276249,0.312,0.134,0.262,0.092
Maricopa County, Arizona,14.4,85.6,29,10.3,73.5,31644.46381,58.85,4.4,1.6,3.15,2,30.1,22.35,7.2,3836319,34.2,13.65,0.452,19.4,35.15,16.9,27.75,0.2,10.6,9.4,34.1,-112.4955335,33.3465408,0.228,0.08,0.196,0.071
Mohave County, Arizona,17,83,12,4,70.15,22557.35715,80,0.8,1.65,1,2.3,14.25,28.1,7.2,196587,41.4,15.8,0.433,24,24.3,23.5,28.2,0.15,11.85,12.05,46.3,-113.7496891,35.717705,0.271,0.12,0.201,0.099
Navajo County, Arizona,19.5,80.5,14.4,5.5,73.7,22214.36476,43.05,0.95,43.2,0.45,2.1,10.25,37.25,12.85,108953,40.3,24.5,0.441,33,28.5,21.25,22.75,0.95,15.15,11.45,33.8,-110.3209076,35.3909336,0.317,0.116,0.212,0.152
Pima County, Arizona,13.2,86.8,29.6,12,75.45,26137.89461,56.25,3.15,2.45,2.45,2.05,33.7,25.85,8.45,985238,34.2,16.05,0.458,22.3,35.3,19.75,26,0.2,10.3,8.4,37.3,-111.7830177,32.1282374,0.241,0.079,0.177,0.073
Pinal County, Arizona,16.3,83.7,17.9,5.9,69.8,30916.07048,58.45,3.85,4.75,1.45,2.35,29.15,20.35,7.95,335941,27.8,13.7,0.396,18.8,31.05,17.75,26.1,1.7,11.95,11.4,35.7,-111.3672569,32.91891,0.314,0.104,0.194,0.089
Santa Cruz County, Arizona,29.1,70.9,17.3,5.8,80.15,21142.64794,17.35,0.15,0.35,0.4,0.45,81.35,33.05,16.15,44985,17.4,23.65,0.474,33.55,24.35,18.8,34.95,1.1,7.65,13.25,35.2,-110.8451898,31.5259036,0.201,0.064,0.262,0.172
Yavapai County, Arizona,10.6,89.4,23.7,9.1,72.25,24683.16572,82.45,0.55,1.45,0.75,1.75,13.1,23.45,6.7,210199,30.8,13.2,0.453,19.1,29.8,20.05,27.85,0.65,12.05,9.55,48.1,-112.5737449,34.6300439,0.234,0.093,0.191,0.086
Yuma County, Arizona,28.4,71.6,13.3,4.6,69.65,21877.50508,37.25,1.7,1,1,1.35,57.7,31,12.6,192367,34.9,20.4,0.423,29.5,24.2,21.4,23.85,6,12.9,11.6,33.9,-113.910905,32.7739424,0.311,0.097,0.241,0.275
Arkansas County, Arkansas,20.6,79.4,14.3,5.1,72.05,22615.16857,71.8,24.35,0.1,0.5,1.25,2,28.85,15.4,19202,39.3,18.65,0.467,21.1,27.35,15.6,23.75,4.55,8.5,20.3,42,-91.3765467,34.2895735,0.354,0.144,0.197,0.077
Ashley County, Arkansas,18.9,81.1,13.7,3.4,75.8,23077.55302,67.75,26,0.1,0.2,1.25,4.7,29.85,12.25,22095,53.9,19.4,0.447,26.05,24.5,15.55,22.3,3.3,10.15,24.2,38.6,-91.7722672,33.1908354,0.38,0.119,0.193,0.125
Baxter County, Arkansas,16.3,83.7,14.5,4.7,76.8,20558.96603,96.1,0.15,0.5,0.4,1.25,1.55,32.45,9.2,41490,52.6,15.35,0.42,28.4,28.25,18.15,25.75,0.75,10.9,16.15,50.1,-92.3304383,36.28071,0.285,0.108,0.204,0.077
Benton County, Arkansas,15.8,84.2,25.9,7.8,72.9,28224.44762,77.8,1.25,1.6,2.45,2.15,14.75,17.95,7.5,215635,39,11.45,0.438,16.05,33.3,13.7,26.6,0.6,10.45,15.3,34.4,-94.2561871,36.3378246,0.276,0.087,0.189,0.057
Boone County, Arkansas,16.2,83.8,14.5,4.7,73.95,23571.0508,95.45,0.3,0.6,0.45,1.6,1.65,22.7,13.9,36622,44.1,16,0.451,21.25,25.8,15.5,31.3,0.9,9.9,16.55,40.6,-93.0792041,36.3043077,0.273,0.118,0.198,0.071
Bradley County, Arkansas,30.6,69.4,12.7,3.6,74.45,20262.50762,58.6,27.95,0.1,0.1,0.85,12.3,53.1,19.15,11737,59.3,32.65,0.478,40.3,24.75,12.35,19,4.9,8.25,30.75,40.1,-92.1681641,33.4638194,0.34,0.14,0.256,0.101
Calhoun County, Arkansas,22.2,77.8,6.6,1.7,66.95,24009.61778,73.1,22.3,0.1,0.1,1.65,2.8,21.7,20.7,5389,67.5,13.85,0.391,12.15,19.3,11.9,15.3,3.75,15.85,33.85,40.4,-92.513879,33.5604604,0.342,0.12,0.213,0.09
Carroll County, Arkansas,21,79,17.4,5.7,68.05,21047.41619,83.25,0.3,0.75,0.55,1.6,13.55,32.8,9.6,27383,29.2,17.8,0.448,24.7,24.55,21.35,20.95,1.85,12,19.3,43.7,-93.5416633,36.3377742,0.287,0.114,0.262,0.055
Chicot County, Arkansas,30.7,69.3,12.6,4.8,71.9,18959.64413,40.35,53.6,0.1,0.3,1.1,4.5,71.6,24.15,12039,74.2,35.95,0.509,50.5,27.65,25.9,13.6,5.85,7.4,19.65,41.9,-91.2971578,33.2671393,0.368,0.152,0.217,0.104
Clark County, Arkansas,16.9,83.1,21.7,8.5,81.55,13886.0673,70.7,22.65,0.4,0.7,1.55,4.05,33.1,13.15,23298,60.5,25.1,0.467,27.95,29.05,21.5,21.6,3.2,9.95,14.8,33.1,-93.1762051,34.0533118,0.326,0.115,0.211,0.093
Clay County, Arkansas,26.9,73.1,8.8,3.1,77.25,21919.52826,96.45,0.25,0.85,0.05,1,1.35,43.45,15.8,16064,72.6,19.1,0.488,27.8,28.7,14.8,22.8,3.2,8.9,21.6,43,-90.4187041,36.3673021,0.32,0.127,0.215,0.124
Cleburne County, Arkansas,20.9,79.1,13.8,4.7,71.4,21347.92381,95.8,0.5,0.55,0.1,1.25,1.85,22.6,11,25631,22.2,16.75,0.445,25.7,27.3,15.2,22.4,1.25,13.65,20.25,46,-92.0599743,35.5662882,0.288,0.129,0.216,0.072
Cleveland County, Arkansas,14.1,85.9,14,2,76.15,25654.48222,83.65,13.15,0.25,0.05,0.95,1.95,34.15,10.5,8664,48.5,16,0.445,27.8,29.3,15.25,21.25,3.95,11.65,18.5,39.1,-92.1887141,33.8932006,0.349,0.13,0.191,0.07
Columbia County, Arkansas,16.3,83.7,20.8,7.2,84.3,21265.24476,59.55,36.6,0.35,0.8,0.75,2,35.85,16.1,24422,60.2,21.3,0.483,31.2,31.2,16.45,25.05,1.8,10.05,15.45,36.9,-93.2269012,33.2150704,0.335,0.127,0.186,0.085
Conway County, Arkansas,17.3,82.7,13.8,4.6,72.3,23325.0381,82.6,11.65,0.55,0.25,1.6,3.35,28.9,14.35,20946,39,16.85,0.487,18.85,27.4,15.5,20.75,1.15,14.2,21.05,39.6,-92.6892483,35.2657024,0.357,0.129,0.194,0.076
Craighead County, Arkansas,16.7,83.3,23.1,8.4,76.75,23811.60381,81.5,12,0.3,0.95,1.25,3.95,33.9,10.75,93958,43.9,18.45,0.473,27.25,32.2,15.8,26.55,1.1,8.55,15.85,33.3,-90.6304114,35.8282682,0.341,0.115,0.194,0.067
Crawford County, Arkansas,22.6,77.4,13,4.4,74.6,23947.96603,87.35,1.25,1.65,1.35,2.7,5.65,33.15,12.8,60344,34.4,18.8,0.406,29.2,26.4,14.5,23.5,1.1,10.75,23.75,37.3,-94.2362241,35.5830407,0.359,0.102,0.205,0.074
Crittenden County, Arkansas,23.7,76.3,14.2,3.4,75.65,25154.54762,46.35,49.45,0.15,0.55,1.45,2.05,41.5,16,51550,51.3,26.8,0.466,40.1,26.75,17,26.05,0.75,10.45,18.95,33.3,-90.3153314,35.2118784,0.381,0.14,0.183,0.112
Cross County, Arkansas,23.9,76.1,12.6,2.8,76.85,23166.85683,74.35,23.25,0.2,0.25,0.5,1.5,21.35,20.85,18335,73,16.5,0.432,18.75,24.85,18.15,24.1,2.9,11.75,18.3,38.4,-90.7738942,35.2912586,0.365,0.13,0.204,0.082
Dallas County, Arkansas,19.7,80.3,12.4,3.8,82.3,20199.84794,54.35,42.1,0.25,0.05,0.7,2.55,31.75,18.7,8165,97.8,18.85,0.462,28.05,25.55,10.75,20.45,2.15,7.55,33.55,41.7,-92.6539989,33.9678233,0.33,0.136,0.203,0.103
Desha County, Arkansas,27.5,72.5,13.6,3.7,75.95,21728.94318,46.95,47.3,0.4,0.15,0.9,4.3,47.65,23,13372,73.5,28.8,0.47,41.55,30.2,15.5,19.75,5.3,5.9,23.35,38.3,-91.2444274,33.8287478,0.369,0.137,0.203,0.105
Drew County, Arkansas,19.4,80.6,19.4,5.7,78.5,21988.9473,67.9,27.95,0.15,0.55,0.85,2.65,34.15,14.4,18604,73.5,23.45,0.469,36.95,28.35,18.25,20.15,3.6,9.4,20.2,36.8,-91.7227781,33.5872418,0.323,0.126,0.197,0.108
Faulkner County, Arkansas,12.6,87.4,26.4,8.6,76.8,23449.91016,83.3,10.25,0.4,0.95,1.7,3.4,16.75,7.8,108852,44.5,15.6,0.45,16.9,33.8,17.55,23.6,0.35,12,12.8,31.5,-92.3246543,35.1463563,0.294,0.104,0.172,0.066
Franklin County, Arkansas,17.4,82.6,11.6,3.1,74,21511.12921,93.65,0.4,0.75,0.6,2.4,2.2,32.7,11.9,18081,30.8,18.9,0.448,27.55,24.95,17.8,21.6,1.45,11.85,22.35,41.4,-93.8876719,35.508573,0.336,0.121,0.197,0.067
Fulton County, Arkansas,20.6,79.4,9.7,4.2,77.35,19426.92921,96.25,0.15,0.85,0.1,1.7,0.9,44.25,14.55,11972,73.9,19.95,0.421,28.75,29.2,20.05,17.55,2.3,14.2,16.65,46.7,-91.8192392,36.3834433,0.311,0.122,0.226,0.068
Garland County, Arkansas,15,85,20.2,6.8,73.9,21599.10191,84.6,7.95,0.6,0.7,1.85,4.3,31.5,9.15,96154,57.5,16.8,0.47,25.7,29.65,20,27.3,0.45,11.5,11.1,44,-93.1469148,34.5788613,0.283,0.111,0.23,0.075
Grant County, Arkansas,15.2,84.8,14.7,5.3,71.1,28723.96953,93.35,3.1,0.3,0.25,1,2.05,11.95,8.4,17698,41.2,9.2,0.377,12.7,26.85,12.95,25.75,1.35,13.3,19.8,39.2,-92.4239843,34.2880633,0.361,0.11,0.166,0.065
Greene County, Arkansas,19.1,80.9,12,3.8,77.05,23933.95429,95.45,0.7,0.55,0.3,1.15,1.9,31.4,14,41140,58.8,17.25,0.409,23.55,23.95,14.8,22.7,1.3,11.75,25.5,37.3,-90.5652409,36.1199223,0.378,0.149,0.183,0.088
Hempstead County, Arkansas,19.3,80.7,14.7,3.7,68.15,22326.54826,56,29.2,0.35,0.2,1.35,12.9,35.45,10.1,22851,32.4,23.2,0.437,34.75,23.15,18.3,18.8,1.6,10.1,28.05,37.1,-93.6658093,33.7286109,0.363,0.143,0.237,0.072
Hot Spring County, Arkansas,18.7,81.3,12.5,3.7,74.55,22191.26667,84.4,10.55,0.35,0.25,1.95,2.5,12.25,9.55,32272,34.3,13.25,0.406,14.5,25.8,17.95,24.1,0.5,12.25,19.4,39.6,-92.9441474,34.3151767,0.334,0.115,0.194,0.065
Howard County, Arkansas,21.9,78.1,12.4,3.7,70.3,20240.65111,66.9,20.65,0.6,0.45,1.2,10.15,32.8,15.55,14021,47.9,21.9,0.466,32,22.6,13.35,17.7,3.75,9.7,33,38.8,-93.9909884,34.0831786,0.357,0.127,0.243,0.071
Independence County, Arkansas,17.6,82.4,14.7,5,73.8,22646.8981,90.8,2.2,0.4,0.9,1.35,4.4,34.85,15.1,35554,60.9,18.5,0.459,29.3,26.25,16.85,21.45,1.55,10.15,23.75,38.7,-91.5599423,35.7374992,0.298,0.117,0.209,0.087
Izard County, Arkansas,18.4,81.6,12.3,4.4,73.75,20852.58349,94.95,1.5,0.4,0.45,1.3,1.4,23.65,10.45,13391,41.5,19.4,0.431,26.95,24.4,21.8,22.8,1.85,14.05,15.15,47,-91.9136252,36.0948792,0.303,0.11,0.225,0.082
Jackson County, Arkansas,27.7,72.3,7,2.2,72.4,19088.79715,78,17.95,0.55,0.15,1.25,2.1,48.7,19.1,17517,58.8,27.55,0.451,43.05,22.4,17.9,24.5,2.85,9.75,22.55,40,-91.223178,35.5966053,0.371,0.138,0.205,0.096
Jefferson County, Arkansas,18.4,81.6,16.5,4.8,76.75,24226.27429,42.75,53.25,0.3,0.95,1.25,1.55,39.05,13,78566,46.2,22.4,0.46,33.05,27.6,18.4,26.05,0.75,8.35,18.85,36.5,-91.9307012,34.2776955,0.4,0.152,0.169,0.094
Johnson County, Arkansas,23.6,76.4,14.8,4.4,67.55,21456.1927,84.2,1.45,0.85,0.4,1.4,11.65,33.35,12.4,25058,22.4,19.75,0.45,29.3,19.55,12.95,23,1.25,13.35,29.9,37.1,-93.4663223,35.5733586,0.349,0.119,0.23,0.068
Lafayette County, Arkansas,22.1,77.9,13.3,4.3,79.25,19748.30762,60.35,37.35,0.1,0.15,0.65,1.3,33.8,14.35,7680,38.8,20.55,0.509,29.7,25.5,22.55,20.35,3.25,10.05,18.15,42.7,-93.6116427,33.2406596,0.309,0.13,0.217,0.099
Lawrence County, Arkansas,25.2,74.8,9.2,3.1,76.45,20430.81365,96.45,0.55,0.85,0.05,1.15,1,41.15,14,17163,62.9,24.15,0.427,39.25,25.7,17.55,22.4,2.75,10.45,21.15,39.7,-91.1011529,36.0410983,0.38,0.124,0.211,0.09
Lee County, Arkansas,30.7,69.3,8.5,2.6,69.2,20397.47651,40.85,56.05,0.7,0.4,0.65,1.4,64.3,28.3,10600,91.8,29.55,0.431,45.55,20.5,20.75,31.6,5.6,9.65,11.9,40.1,-90.7792884,34.77975,0.346,0.132,0.199,0.113
Lincoln County, Arkansas,26.8,73.2,8.6,2.2,64,22538.90095,65.1,30.9,0.25,0.1,0.9,2.65,43,21.65,13943,53,25.1,0.483,36.55,24.1,20,20,3.55,13.1,19.25,36.2,-91.7276236,33.9576649,0.329,0.109,0.203,0.091
Little River County, Arkansas,18.8,81.2,11.9,3.2,71.9,24382.38064,73.9,20.4,1.7,0.15,1.75,2.05,35.7,12.1,13046,59.5,18.25,0.43,26.6,22.35,18.9,18.7,2.35,15.2,22.45,41.2,-94.229774,33.699497,0.329,0.123,0.184,0.069
Logan County, Arkansas,23.3,76.7,11.7,3.2,76.1,23916.05429,92.6,1.15,0.95,1.35,1.7,2.3,31.9,12.45,22451,38.4,15.8,0.427,22.35,27.45,14.55,20.1,1.1,13,23.8,41.3,-93.7205628,35.2185495,0.332,0.127,0.203,0.076
Lonoke County, Arkansas,14.2,85.8,16.6,4.9,75.45,28134.09397,88,6.35,0.5,0.75,1.45,3,23.65,12.95,65890,45.8,12.45,0.391,16.8,29.9,14.15,28.05,1.3,12.2,14.35,35.3,-91.894132,34.7551137,0.312,0.108,0.165,0.061
Madison County, Arkansas,24.2,75.8,13.4,4.1,76.4,23365.94889,92,0.25,1.25,0.3,1.5,4.7,26.2,18.45,15597,43.8,18.2,0.446,25.15,25.15,16.85,19.55,2.9,16.2,19.4,38.5,-93.7240531,36.0125452,0.328,0.135,0.239,0.053
Marion County, Arkansas,14.9,85.1,14.8,4.9,74.35,21228.51016,95.9,0.1,0.8,0.4,1.4,1.45,22.9,8.35,16617,43.7,16.85,0.431,24.55,27.1,18.6,21.3,1.2,7.55,24.25,48.7,-92.678588,36.2666562,0.326,0.142,0.222,0.081
Miller County, Arkansas,17,83,12.7,3.5,72.25,24915.33302,71.1,24,0.75,0.6,1.25,2.25,31.65,13.65,43216,51.7,18.1,0.432,28.85,24.7,17.4,25.1,0.65,14.65,17.55,37.2,-93.9015091,33.3055048,0.336,0.121,0.187,0.067
Mississippi County, Arkansas,24.4,75.6,11,2.9,73.8,22554.7073,60.95,33.75,0.2,0.55,1.25,3.35,40.4,17.35,46629,57.6,25.35,0.467,39.25,23.4,14.75,21.55,2.35,10.35,27.55,34.6,-90.0522086,35.7669426,0.391,0.135,0.19,0.1
Monroe County, Arkansas,31.4,68.6,12.3,3.7,80.25,20974.93175,56.8,39.9,0.5,0.95,0.55,1.3,44,23.55,8377,52,22.65,0.47,28.8,24.2,18.15,23,5.75,6.85,22.15,43.2,-91.203314,34.6795127,0.351,0.141,0.2,0.084
Montgomery County, Arkansas,17.8,82.2,10.1,3.3,77.95,20693.82413,92.45,0.1,1.65,0.25,1.55,4,37.7,14.65,9275,54.8,18.45,0.493,29.05,29.25,14.85,20.65,5.1,10.85,19.3,46,-93.6641468,34.5456518,0.296,0.117,0.24,0.077
Nevada County, Arkansas,21.7,78.3,10.7,4.3,71.25,22212.29238,64.35,29.15,0.25,0.4,1.5,4.25,31.25,18.8,9160,42.2,20.7,0.461,29.75,24.35,14.95,17.4,2.15,8.2,32.95,39.9,-93.3050716,33.6666991,0.344,0.145,0.193,0.069
Newton County, Arkansas,22,78,12.2,2.7,68.65,19121.64254,95.35,0.25,0.75,0.15,2.45,1.1,24.35,24.15,8320,76.6,22.5,0.437,24.85,21.25,13.3,23.8,3.95,14.2,23.55,44.8,-93.2150843,35.9100625,0.363,0.126,0.237,0.075
Ouachita County, Arkansas,18.2,81.8,13.2,3.3,76.25,21437.53619,56.85,39.75,0.3,0.25,1.4,1.45,32.5,15.8,26068,55.7,20.1,0.451,27.75,26.5,18.35,20.9,0.7,8.1,25.45,42,-92.8784177,33.5911582,0.398,0.131,0.177,0.095
Perry County, Arkansas,18.4,81.6,10.5,3.9,77.3,25756.63429,93.7,2.2,0.35,0.2,1.6,2,29.2,14.5,10369,19.5,14.7,0.39,15.75,23.45,16.35,17.6,3,16.8,22.8,41.2,-92.9268772,34.9463629,0.338,0.125,0.19,0.08
Phillips County, Arkansas,29.1,70.9,12.1,3.7,75.75,20110.94064,35.2,62.3,0.1,0.2,0.6,1.6,56.3,17.4,21879,68.3,33.5,0.469,48.9,27.7,24.45,22.7,5,5.25,14.9,36,-90.8483856,34.4258423,0.38,0.159,0.183,0.109
Pike County, Arkansas,22.8,77.2,12.4,5.3,73.6,22028.65905,88.2,3.4,1,0.5,1,5.9,45.4,11.55,11027,43.1,19.3,0.463,29.1,22.7,15.1,17.5,5.3,17,22.35,39.1,-93.6586589,34.1581907,0.336,0.123,0.244,0.087
Poinsett County, Arkansas,27.2,72.8,8.8,2.5,73.25,21229.68,88.9,7.25,0.3,0.15,1.2,2.25,37,18,24724,47,25.2,0.434,38.6,20.95,15.75,24.65,4.05,11.15,23.5,39.3,-90.6805953,35.5689809,0.357,0.122,0.203,0.078
Polk County, Arkansas,19.6,80.4,10,3.7,77.25,20551.20635,90.55,0.2,1.65,0.2,2.3,5.15,35.15,9.6,20401,52.1,19.75,0.417,31.8,24.15,15.45,21.3,2.85,14.3,21.9,43.2,-94.2308841,34.4909149,0.331,0.114,0.246,0.077
Pope County, Arkansas,18.1,81.9,20.1,6.4,74.3,20399.16762,88.1,3,0.5,0.9,1.85,5.6,24.05,8.9,60358,51.4,18.05,0.434,24.15,26,18.25,26.4,1.2,9.25,19,35.1,-93.0315353,35.4552965,0.352,0.119,0.211,0.071
Prairie County, Arkansas,22,78,11.5,3.4,65.7,23194.91048,84.4,13.85,0.55,0.1,0.55,0.6,30.1,15.7,8745,64.7,16.9,0.415,21.2,27.6,18.6,20.8,4.4,10.95,17.65,43.5,-91.5571995,34.828225,0.328,0.124,0.218,0.073
Pulaski County, Arkansas,11.8,88.2,30.7,11.5,75.35,28503.21016,56.65,34.25,0.3,1.85,1.9,5,26.7,9.3,379133,59.7,15.9,0.482,24.6,38.45,16.2,27.3,0.2,7.55,10.35,35.7,-92.3165149,34.7739877,0.331,0.111,0.183,0.066
Randolph County, Arkansas,22.2,77.8,11.1,3,77.85,22196.9708,95.6,0.85,0.4,0.3,1.4,1.5,17.85,22.5,18013,64.4,19.4,0.49,21.95,28.55,14.7,21.45,1.7,12.45,21.25,42,-91.0284409,36.3412985,0.342,0.123,0.205,0.099
Saline County, Arkansas,12.4,87.6,22.6,7,77,28959.83143,90,4.35,0.45,0.9,1.25,3.1,16.1,4.9,101059,48.4,10.15,0.394,13.9,31.75,12.95,31.25,0.3,11.9,11.9,38.6,-92.674463,34.6485246,0.315,0.114,0.161,0.06
Scott County, Arkansas,26.3,73.7,9,2.9,69.1,22535.49302,85.25,0.25,1.05,3.55,2.25,7.7,47.95,15.65,11201,40.8,25.05,0.438,37.65,20.15,12.05,17.65,5.85,12.2,32.1,41,-94.0636413,34.8588693,0.294,0.125,0.244,0.066
Searcy County, Arkansas,27.3,72.7,9.2,3.8,70.55,18008.17873,95.5,0,1.4,0.15,1.9,1.05,27,14.3,8098,29.8,21.05,0.436,32.95,21.2,20.45,23,0.5,17,17.85,45.2,-92.6993507,35.9096596,0.302,0.123,0.25,0.077
Sebastian County, Arkansas,19,81,17.9,5.9,71.45,24595.67175,73.85,6.1,1.3,3.85,3.35,11.6,33.35,11.2,123534,41.6,17.5,0.468,27.55,27.1,15.6,25.55,0.5,7.95,23.3,36.5,-94.274989,35.1969808,0.298,0.114,0.231,0.073
Sevier County, Arkansas,31.2,68.8,9.3,2.6,69.1,19445.43619,61.8,3.9,1.85,0.6,1.85,30.05,36,13,16787,40.1,21.25,0.409,29.9,20.7,12.5,16.55,6.25,12.25,31.75,34.2,-94.2432898,33.9946083,0.379,0.138,0.31,0.078
Sharp County, Arkansas,19.6,80.4,12.5,5.1,75.8,20031.42286,95.15,0.45,0.75,0.15,2.05,1.5,30.85,15.4,17476,44.2,21,0.427,30.9,26.85,16.05,20.9,4,12.05,20.15,46.1,-91.4710689,36.1733989,0.303,0.12,0.224,0.099
St. Francis County, Arkansas,26.7,73.3,10.5,4.2,65.8,20984.47746,42.8,50.7,0.35,0.35,1,4.8,51.1,25.9,27513,46,30.15,0.475,44.65,26.05,20.9,21.7,2.6,10.25,18.45,36.8,-90.7421993,35.0144383,0.386,0.126,0.192,0.11
Stone County, Arkansas,24.2,75.8,10.4,3.8,75.65,16180.56794,96.85,0.05,0.35,0.3,1.1,1.45,63.35,21.35,12157,30.3,24.15,0.437,35.75,25.65,18.85,21.15,3.35,9.65,21.3,46.5,-92.1404941,35.8569888,0.342,0.135,0.241,0.097
Union County, Arkansas,18.7,81.3,16.1,4.8,74.5,24566.7381,62.4,32.9,0.25,0.7,1,2.75,34.85,11.75,42398,59.4,21,0.471,30.5,28.4,16.85,22.2,1.35,10.35,20.8,39.8,-92.5981447,33.1682186,0.309,0.119,0.186,0.086
Van Buren County, Arkansas,19,81,13.2,3.9,66.7,19581.70476,94.45,0.7,1.25,0.15,1.25,2.2,47.6,12.4,16853,26.4,20.25,0.438,36.9,20.8,19.65,17,1.6,16.55,24.3,46.1,-92.5159772,35.5829588,0.332,0.128,0.22,0.089
Washington County, Arkansas,18.3,81.7,27.4,9.8,76.1,24468.03937,75.85,3,1.2,2.2,3.5,14.3,26.6,10.2,198209,40.7,17.15,0.461,22.5,33.55,16.3,25.5,0.55,9.45,14.7,30.6,-94.2184168,35.9712088,0.286,0.081,0.233,0.054
White County, Arkansas,18.2,81.8,17.3,6.6,79.65,21697.92762,90.05,4.1,0.45,0.45,1.6,3.3,23.25,11.15,75457,54.3,16.05,0.455,21.9,27,17.35,26,0.55,11.5,17.65,36.1,-91.7531583,35.2547221,0.334,0.107,0.2,0.08
Woodruff County, Arkansas,26.9,73.1,9,1.7,71.7,21485.04762,68.9,28.75,0.35,0.1,1.2,0.7,43.95,23.3,7468,54.5,24.4,0.51,34.25,24.45,17.3,24,6.25,10.1,17.85,42.9,-91.2444178,35.189071,0.356,0.133,0.207,0.107
Yell County, Arkansas,29.8,70.2,10.3,2.6,73.55,21025.69207,76.3,1.3,0.4,1.25,1.6,19.25,36.25,16.8,22048,57.2,17.4,0.385,23.4,16.75,16.7,21.85,4.5,11,29.2,37.9,-93.4083032,34.9977133,0.325,0.129,0.271,0.06
Alameda County, California,14.1,85.9,40.3,16.3,80.9,39087.87429,35.6,12.4,0.3,25.15,4.7,21.9,14.15,8.35,1483683,58.6,11.15,0.456,14.05,44.05,14.55,23.9,0.2,7.6,9.75,36.2,-121.9133039,37.6480811,0.207,0.078,0.148,0.09
Alpine County, California,7.9,92.1,29.7,13.3,89.2,31801.11746,71.7,0,19.4,1.55,2.6,4.7,27.6,0.85,1164,83.7,12.65,0.449,16.95,49.1,14.7,15,0.2,11.5,9.5,40.9,-119.7989986,38.6176096,0.24,0.096,0.175,0.133
Amador County, California,12.6,87.4,19,5.8,77.4,31615.93873,80.1,2.35,1.55,1.1,3.4,11.55,4.7,5.45,38065,56.2,8.45,0.399,8.7,31.9,23.15,23.25,0.75,10.9,10.05,47.2,-120.6538563,38.4435501,0.23,0.098,0.151,0.118
Butte County, California,14.3,85.7,24.1,8.1,80.6,21467.39842,76.05,1.45,1.2,4.05,3.8,13.45,23.5,5.85,218958,51.9,18.35,0.449,21.95,32.95,20.85,25.4,1.45,9.35,9.95,37.2,-121.6019188,39.6659588,0.243,0.081,0.198,0.122
Calaveras County, California,9.3,90.7,19.6,6.6,71.65,33656.14572,83.55,1.1,1.55,1.3,2.5,10.05,18.8,5.1,46063,49.5,9,0.412,12.2,32.1,19.65,24.25,0.75,13.85,9.45,48.5,-120.5551154,38.1878437,0.258,0.091,0.155,0.13
Colusa County, California,29.5,70.5,11.7,2.9,72.7,22236.79016,41.5,0.95,1.25,1,2.4,52.95,23.1,7.4,21210,43.5,15.35,0.429,24.9,24.4,19.05,18.75,14.2,8.4,15.15,34,-122.2375629,39.1777385,0.226,0.078,0.243,0.2
Contra Costa County, California,11.6,88.4,38.2,13.7,81.15,41128.95651,49.5,8.95,0.3,13.75,4.2,23.35,12.55,5.65,1032298,56.7,8.8,0.453,11.5,40.9,16.25,26.1,0.2,8.7,7.9,38.1,-121.9515431,37.919479,0.237,0.076,0.137,0.09
Del Norte County, California,18.7,81.3,14.3,4.3,73.2,23797.85969,66.05,3.4,5.6,3.1,4.95,16.95,38.75,8.8,28669,58.1,20.7,0.448,31.3,28,29.9,24.45,3.5,7.05,7.05,37.9,-123.9809983,41.7499033,0.255,0.088,0.173,0.134
El Dorado County, California,7.3,92.7,31.1,10.1,83.1,35392.72635,80.3,0.55,0.75,3.75,2.85,11.8,11.95,5.25,178499,60.9,7.8,0.421,9.95,38.1,18.7,25.85,0.4,9.2,7.8,42.6,-120.5343981,38.785532,0.203,0.081,0.133,0.104
